iter	Logloss
123	0.3013427496
124	0.2995480299
125	0.2979495049
126	0.2965004444
127	0.2944466352
128	0.2930467129
129	0.2914139748
130	0.2898185253
131	0.2880244255
132	0.286243844
133	0.2842559814
134	0.282827878
135	0.2809369564
136	0.2787767649
137	0.2772211552
138	0.2757604599
139	0.2742755413
140	0.2724973202
141	0.2710062027
142	0.2697636604
143	0.2685313463
144	0.266863966
145	0.2652716637
146	0.263591671
147	0.2622590303
148	0.2609447718
149	0.2593627214
150	0.2582445621
151	0.25664289
152	0.2550477505
153	0.2532999516
154	0.2518849134
155	0.250980258
156	0.2500890255
157	0.2486174822
158	0.2473239183
159	0.2459971905
160	0.2446085453
161	0.2432418108
162	0.2420874596
163	0.2406059265
164	0.2392688274
165	0.2379388809
166	0.2364513636
167	0.2348104
168	0.2336478472
169	0.2325459719
170	0.2311227798
171	0.2300344944
172	0.2287648201
173	0.2277025461
174	0.2262108088
175	0.2252242565
176	0.2241723776
177	0.2229625225
178	0.2217936039
179	0.2204436064
180	0.2187240362
181	0.2176892519
182	0.2161003113
183	0.2149609804
184	0.2136478186
185	0.2125110149
186	0.2114824533
187	0.2104922771
188	0.2089693546
189	0.2077928305
190	0.20680511
191	0.205695796
192	0.2043803692
193	0.20329175
194	0.2026257992
195	0.2015002251
196	0.2003310204
197	0.1991036177
198	0.1979570866
199	0.1968705177
200	0.195930171
201	0.1946997404
202	0.1937831759
203	0.1928786039
204	0.1920560122
205	0.1912541032
206	0.1904229522
207	0.1894713402
208	0.1885753632
209	0.1875556946
210	0.1866708279
211	0.18568753
212	0.1847963572
213	0.1840228558
214	0.1830603361
215	0.1821912527
216	0.181225574
217	0.1801956892
218	0.1793432474
219	0.1783889532
220	0.1776388884
221	0.1767866373
222	0.1758608341
223	0.174993217
224	0.1742726564
225	0.1731823325
226	0.1722644806
227	0.1714473367
228	0.1705250382
229	0.1690268755
230	0.1683397651
231	0.1675506592
232	0.1666317463
233	0.165686655
234	0.164906323
235	0.1637668729
236	0.1630000472
237	0.1623182774
238	0.1615476489
239	0.1608909845
240	0.159972477
241	0.1592516184
242	0.1586060643
243	0.1581220746
244	0.1573713541
245	0.1566341877
246	0.1558886051
247	0.1552322388
248	0.1545137286
249	0.1538477778
250	0.1529249191
251	0.1521662235
252	0.1516772628
253	0.1509481668
254	0.150222075
255	0.1494049788
256	0.1488080263
257	0.148026967
258	0.1472520709
259	0.146629715
260	0.1458889008
261	0.1449608326
262	0.1439153194
263	0.1432647943
264	0.142414403
265	0.141842556
266	0.1413512826
267	0.1407710314
268	0.1401712537
269	0.139518857
270	0.1389034748
271	0.138114059
272	0.1375427961
273	0.136887455
274	0.1362362385
275	0.1356428504
276	0.1350189328
277	0.1345422983
278	0.1339132071
279	0.1333482504
280	0.1326568246
281	0.1321866035
282	0.1317474484
283	0.1311418295
284	0.1305866718
285	0.1300277948
286	0.1294863462
287	0.1289445996
288	0.1283064604
289	0.1277381897
290	0.1273594737
291	0.1269254208
292	0.1264449596
293	0.1260947466
294	0.1255908012
295	0.1251302958
296	0.1246074677
297	0.1241080165
298	0.1236458302
299	0.1228584766
300	0.1220729113
301	0.1215513587
302	0.1209763169
303	0.1203354597
304	0.1198922515
305	0.1194096208
306	0.1189253449
307	0.118535769
308	0.1180546999
309	0.1175521612
310	0.1172497272
311	0.1166713953
312	0.1162701845
313	0.1157245874
314	0.1153165102
315	0.114852047
316	0.114347744
317	0.1139035463
318	0.1134891033
319	0.1130876303
320	0.1127366781
321	0.1123928428
322	0.1119238853
323	0.1113818288
324	0.1109591365
325	0.1105667949
326	0.1101725101
327	0.1097539425
328	0.109304297
329	0.1088934898
330	0.1083905578
331	0.1080150127
332	0.1075227261
333	0.1065907121
334	0.1061854601
335	0.1057225227
336	0.1053948402
337	0.1049321175
338	0.1044918656
339	0.1041495085
340	0.1037992001
341	0.1034747839
342	0.1031621456
343	0.102278018
344	0.1018571258
345	0.1014446616
346	0.1010260344
347	0.1007035017
348	0.1003333449
349	0.1000636935
350	0.09958999157
351	0.09907932281
352	0.09874049425
353	0.09846038818
354	0.09809167981
355	0.09772559404
356	0.09736741781
357	0.09700512886
358	0.09661479592
359	0.0963609457
360	0.09581803083
361	0.09547265172
362	0.09521728754
363	0.09475627542
364	0.09441513419
365	0.09404780865
366	0.09374512434
367	0.09332788587
368	0.092999506
369	0.09260188937
370	0.09219568968
371	0.09189306498
372	0.09159368277
373	0.09123908281
374	0.09085738659
375	0.09046756029
376	0.09013291001
377	0.08979290724
378	0.08945692182
379	0.0891738832
380	0.08883633614
381	0.08845456839
382	0.08811129332
383	0.08781475425
384	0.08753638268
385	0.08734246492
386	0.0871014297
387	0.0867395997
388	0.08639857769
389	0.08618232012
390	0.08586649895
391	0.08551918864
392	0.08523975611
393	0.0849413991
394	0.08469829559
395	0.08446487188
396	0.08414004445
397	0.08369299769
398	0.08344735503
399	0.08318185806
400	0.08291097879
401	0.08266977072
402	0.08239512444
403	0.08202476501
404	0.08171623945
405	0.08150131702
406	0.08116556406
407	0.0809138298
408	0.08070824146
409	0.08027234077
410	0.08009905815
411	0.07983724475
412	0.07927457094
413	0.07902449369
414	0.07881487012
415	0.07856351137
416	0.07825534344
417	0.07797448635
418	0.07770875692
419	0.07748657465
420	0.07721909285
421	0.07697629929
422	0.07677837014
423	0.0765134275
424	0.07630062103
425	0.07610334158
426	0.07590831518
427	0.07565700412
428	0.07542142868
429	0.07518213987
430	0.07492915988
431	0.07458661795
432	0.07430015802
433	0.07407503128
434	0.07381209731
435	0.07357162237
436	0.07333151102
437	0.07312558889
438	0.07291238904
439	0.07267613411
440	0.0724473834
441	0.07218213081
442	0.07191305757
443	0.07163904905
444	0.07143614292
445	0.07126765251
446	0.07101088762
447	0.07084676027
448	0.07064766884
449	0.07047308087
450	0.07023396492
451	0.06990197301
452	0.06968049407
453	0.06944684982
454	0.06921975613
455	0.06892859936
456	0.06878391504
457	0.06859408617
458	0.06836943626
459	0.0681245327
460	0.06783928871
461	0.06761325598
462	0.06736788154
463	0.06717979312
464	0.06694995165
465	0.06678285599
466	0.06650577784
467	0.06627946496
468	0.06611051559
469	0.06596889496
470	0.06576882601
471	0.06551750302
472	0.06533125639
473	0.06509895325
474	0.06490988731
475	0.06473761797
476	0.06458905935
477	0.0644402504
478	0.06427935958
479	0.06406807899
480	0.06382083893
481	0.0636382103
482	0.06344101429
483	0.06326640844
484	0.06308661699
485	0.0627466023
486	0.06262461543
487	0.06241465807
488	0.06216090918
489	0.06197353601
490	0.06181985736
491	0.0616792202
492	0.06152144074
493	0.06137171984
494	0.06119856834
495	0.06101768613
496	0.06088562608
497	0.06062487364
498	0.06046334505
499	0.06029826403
500	0.06010915041
501	0.05992243886
502	0.05983964205
503	0.05967957973
504	0.05946057439
505	0.0592949748
506	0.05915052295
507	0.05904861689
508	0.05892746449
509	0.05876325965
510	0.05858504772
511	0.0583104372
512	0.05819948912
513	0.05798593163
514	0.05780546069
515	0.0576089561
516	0.05732939243
517	0.05719066262
518	0.05705016851
519	0.0569103837
520	0.05674281716
521	0.05655437708
522	0.05640133023
523	0.0562587738
524	0.05606124401
525	0.05585647821
526	0.05574927926
527	0.05561803579
528	0.05549473763
529	0.05542304516
530	0.05526171327
531	0.05510834455
532	0.05490792394
533	0.05478797555
534	0.0545866549
535	0.05442994833
536	0.05428370833
537	0.0541398406
538	0.05393854976
539	0.05382665992
540	0.05365595222
541	0.05346972346
542	0.05335741639
543	0.05323745608
544	0.05304322243
545	0.05292086601
546	0.05280867815
547	0.05272812843
548	0.05260236263
549	0.05246877074
550	0.05232655406
551	0.05220410824
552	0.05205522776
553	0.05191149712
554	0.05179581642
555	0.05170439482
556	0.05159332752
557	0.05150355697
558	0.0513805747
559	0.05117301941
560	0.05100961924
561	0.05089209676
562	0.05078200102
563	0.05066848993
564	0.05049376488
565	0.05031883717
566	0.05023894906
567	0.05010225773
568	0.04995653033
569	0.04983246922
570	0.04962847829
571	0.04948580861
572	0.04937862158
573	0.04928712249
574	0.04914786816
575	0.04903939962
576	0.04893206954
577	0.04879244566
578	0.04867021441
579	0.04858753085
580	0.04847360551
581	0.04836348295
582	0.04823101163
583	0.04809385836
584	0.04795420766
585	0.047810781
586	0.04766916335
587	0.04755181372
588	0.04745092094
589	0.04737596512
590	0.04719071984
591	0.04705303311
592	0.04697149396
593	0.0468362689
594	0.04674630463
595	0.04655367732
596	0.04643232822
597	0.04630493522
598	0.04619293809
599	0.04604101777
600	0.0459426105
601	0.04580022693
602	0.04572620094
603	0.0455824405
604	0.04548917711
605	0.0453583777
606	0.04524296224
607	0.04508265257
608	0.04493744969
609	0.04481837749
610	0.04475341439
611	0.04466557503
612	0.04455891252
613	0.04447959661
614	0.04437198341
615	0.04425803125
616	0.04416783154
617	0.04404287338
618	0.04395683408
619	0.04385499954
620	0.04375713766
621	0.04366020858
622	0.04356245399
623	0.04347029328
624	0.04336917698
625	0.04324536324
626	0.04316762686
627	0.04308082163
628	0.04295984209
629	0.04287314713
630	0.04270162582
631	0.04259183705
632	0.04248186946
633	0.04228947461
634	0.04218025208
635	0.04209144711
636	0.04201412797
637	0.04193624854
638	0.04184897542
639	0.04177676439
640	0.04170121551
641	0.04161278605
642	0.04151495695
643	0.0414272815
644	0.04132279158
645	0.04121446013
646	0.04111535549
647	0.0410174042
648	0.04091236293
649	0.04080581665
650	0.04073852897
651	0.04064910412
652	0.04056327343
653	0.04044963717
654	0.04034878016
655	0.04025845528
656	0.04014697075
657	0.0400847137
658	0.0399739325
659	0.03989812732
660	0.0398189038
661	0.03973400593
662	0.03967304826
663	0.03959558904
664	0.03953048587
665	0.03943505287
666	0.03929640651
667	0.03920189738
668	0.03910102844
669	0.03902083635
670	0.03889954686
671	0.03879531026
672	0.03869938552
673	0.0385984987
674	0.03849045038
675	0.03839867711
676	0.03835373521
677	0.03825107813
678	0.03819327354
679	0.03811863661
680	0.03803716004
681	0.03795499802
682	0.03789219856
683	0.03776150048
684	0.03768215477
685	0.03759646118
686	0.03745906353
687	0.03735070825
688	0.03727997541
689	0.0372266233
690	0.03711476028
691	0.03706390262
692	0.03697662354
693	0.0368958652
694	0.03683076799
695	0.03676019311
696	0.03667171001
697	0.03662731349
698	0.03654786646
699	0.03648211658
700	0.03642463684
701	0.03635421395
702	0.03628326058
703	0.03622536063
704	0.03616397083
705	0.03610038757
706	0.03603563905
707	0.03597050607
708	0.03589528203
709	0.03581439853
710	0.03575755358
711	0.03570637703
712	0.0356338799
713	0.03554931581
714	0.03545026779
715	0.0353744626
716	0.03532840014
717	0.03529209793
718	0.03519447446
719	0.03512491584
720	0.03505142629
721	0.0350038588
722	0.03490001559
723	0.03484497666
724	0.0347584039
725	0.0346771419
726	0.03461467624
727	0.03452044427
728	0.03446844816
729	0.03438349366
730	0.0343252033
731	0.03426047564
732	0.0341781944
733	0.03413773179
734	0.03403124809
735	0.03395934999
736	0.03387237191
737	0.03380151987
738	0.03375413418
739	0.03368332088
740	0.0336017251
741	0.03353627324
742	0.03348909616
743	0.03338190317
744	0.03328601122
745	0.03322022259
746	0.03314863443
747	0.03308537304
748	0.03301249743
749	0.03294716477
750	0.03286082745
751	0.03278352618
752	0.03272185624
753	0.03264522254
754	0.03260221481
755	0.03255731463
756	0.03249308467
757	0.03243646622
758	0.0324008286
759	0.0323538661
760	0.03223555088
761	0.03217369616
762	0.03210738003
763	0.03206197321
764	0.03199123442
765	0.03194541335
766	0.03190083802
767	0.03185611069
768	0.03179407716
769	0.03171271086
770	0.03165910244
771	0.03161021471
772	0.03154686689
773	0.031504035
774	0.03141980767
775	0.03136899471
776	0.03129021525
777	0.03124759197
778	0.03119779825
779	0.0311430335
780	0.03108569384
781	0.03101636767
782	0.03094784319
783	0.03087745309
784	0.03083165288
785	0.03076829016
786	0.03069408536
787	0.03059076369
788	0.03054729402
789	0.03045433164
790	0.03040194511
791	0.03031478226
792	0.0302572906
793	0.0302003026
794	0.0301582545
795	0.03010219932
796	0.03001413941
797	0.02994506359
798	0.02987076044
799	0.02979872823
800	0.02974248827
801	0.02968597114
802	0.02960530519
803	0.02952979207
804	0.02947669923
805	0.02944491804
806	0.02937700152
807	0.02929776907
808	0.02925127745
809	0.02918276787
810	0.02914361358
811	0.02909166217
812	0.02905831933
813	0.02900731862
814	0.028948915
815	0.0288739562
816	0.02881671488
817	0.02874735594
818	0.02869518101
819	0.02863578796
820	0.02858399749
821	0.02853361368
822	0.02848711908
823	0.02842039168
824	0.02837979198
825	0.02834046185
826	0.02828497887
827	0.028245157
828	0.02816188335
829	0.0280790627
830	0.0280014962
831	0.02795670629
832	0.02789886892
833	0.02785028517
834	0.02782089412
835	0.0277576834
836	0.02772687674
837	0.02769396305
838	0.02765445411
839	0.02760200202
840	0.02755230665
841	0.02751126587
842	0.02745252848
843	0.02742589712
844	0.02737585902
845	0.02733897865
846	0.02727672458
847	0.02722530365
848	0.02719538808
849	0.02715644836
850	0.02711055279
851	0.027068156
852	0.02700842619
853	0.0269601047
854	0.02691808343
855	0.0268460989
856	0.02677053213
857	0.02671445608
858	0.02657974064
859	0.02652713656
860	0.02648576498
861	0.02645112872
862	0.02640762925
863	0.02634704411
864	0.02628042698
865	0.02621208727
866	0.02617126405
867	0.02611519098
868	0.02607590556
869	0.02603015304
870	0.02599694431
871	0.02595579624
872	0.02591702044
873	0.02586687505
874	0.02580578923
875	0.02573565543
876	0.02570605576
877	0.02567027211
878	0.02562658787
879	0.02558994889
880	0.02555364072
881	0.02551004291
882	0.02547883987
883	0.02539462745
884	0.02534429729
885	0.02530711293
886	0.02525603771
887	0.02518552244
888	0.02513756156
889	0.02509621382
890	0.02503351569
891	0.02500149608
892	0.02496964931
893	0.0249156937
894	0.02487180233
895	0.02484163344
896	0.0247869581
897	0.02475628257
898	0.02471803725
899	0.02467356622
900	0.0246497646
901	0.02460518181
902	0.0245714128
903	0.02451660633
904	0.02443831265
905	0.02440101951
906	0.024343355
907	0.02427866757
908	0.02424218655
909	0.02419003844
910	0.02416436672
911	0.02413057685
912	0.02408725917
913	0.02405947447
914	0.02402659506
915	0.02397616506
916	0.02394732982
917	0.02390471697
918	0.02383942902
919	0.02379696667
920	0.02376800776
921	0.0237215817
922	0.02367591262
923	0.02364954054
924	0.02360720038
925	0.02357784212
926	0.02355170101
927	0.02351272106
928	0.02346658409
929	0.02342848778
930	0.02338704318
931	0.02334155738
932	0.02330241799
933	0.02326694578
934	0.02321073562
935	0.02316938639
936	0.02313111275
937	0.02309719622
938	0.02304805219
939	0.02299695462
940	0.02296663523
941	0.02292215526
942	0.02289775759
943	0.02286716849
944	0.02284001857
945	0.02281885147
946	0.02278129756
947	0.02276335806
948	0.02273736596
949	0.02270396352
950	0.02267940491
951	0.02265346348
952	0.02262121439
953	0.02258921862
954	0.02255754471
955	0.02251621187
956	0.0224732995
957	0.02245270312
958	0.02241179943
959	0.02238064259
960	0.0223537147
961	0.0223246485
962	0.02228559554
963	0.02225888669
964	0.02223369479
965	0.02221450359
966	0.02217460275
967	0.02214516997
968	0.02211598456
969	0.02208843231
970	0.02204737514
971	0.02199894935
972	0.0219646126
973	0.02191097438
974	0.02187867165
975	0.02183875442
976	0.02180490494
977	0.02178098112
978	0.02175696343
979	0.02168382704
980	0.02165851295
981	0.02162666172
982	0.02157696486
983	0.02155156136
984	0.02151520103
985	0.0214967072
986	0.02147323787
987	0.0214484036
988	0.02140025496
989	0.02137823999
990	0.02135589868
991	0.02132055312
992	0.0212938562
993	0.02126542628
994	0.02122814059
995	0.02119272947
996	0.02116789371
997	0.02113910317
998	0.02109998912
999	0.02107324004
